Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operation Monitoring,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
47-2171.00,Reinforcing Iron and Rebar Workers,2.5,2.88,2.88,3.25,3.12,2.25,2.38,1.12,2.38,3,2.5,1.75,1.88,2.38,2.38,2.88,2.25,3,2.88,1.75,2.12,1,2.62,2.62,2.38,1.12,2.25,2.5,2.75,2.38,2.38,1.75,3,2.38,2.25
47-2181.00,Roofers,2.62,3.25,3,3.5,3.25,1.12,1.38,1.38,2.62,2.88,2.25,1.38,1.5,2.38,1.88,3,2.12,3.38,3.12,2,2.12,1,2.12,2.75,1.38,1.25,2.38,2.88,3.12,1.88,1.88,1.62,3.25,2.12,2
47-2211.00,Sheet Metal Workers,2.5,3,2.88,3,3.25,2.88,2.62,2.12,2.88,3.25,2.38,1.75,2.12,2.75,3.12,3,2.25,2.88,2.88,1.88,2.38,1.38,2.88,3,2.62,1.5,2.25,2.62,3,2.38,1.88,2.12,3.25,2.75,2.38
47-2221.00,Structural Iron and Steel Workers,3.12,3,3.12,3.62,3.38,2.5,2.38,1.5,2.75,3.38,2.62,1.88,2.12,2.88,2.38,3.38,2.38,3.75,3.75,2.25,2.5,1,2.88,3,2.62,1.25,2.62,2.88,3,2.12,2.12,1.88,3.38,2.5,2.38
47-2231.00,Solar Photovoltaic Installers,3,3.25,2.88,3,3.25,2.5,2.62,3.38,2.75,3,2.5,1.75,2.25,2.62,2.5,3.12,2.38,2.62,2.62,1.88,2.5,1.25,3,3,2.62,1.75,2.62,2.75,3,2.62,2.5,1.88,3,3,2.38
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2.38,2.75,2.62,3.12,3.12,2.62,2.25,1.12,2.62,3,2.5,1.75,2.12,2.25,2.5,3.38,2.12,3,3.25,1.5,2.12,1,2.88,2.5,2.38,1.12,2.25,2.62,2.75,2.25,2.38,2,3,2.62,2.38
47-3012.00,Helpers--Carpenters,2.62,3.12,2.75,3,3,2.38,2.75,2,2.25,2.75,2.38,1.75,2.12,2.25,2.38,2.88,2.12,2.5,2.75,1.5,2,1,2.5,2.62,2.62,1.12,2.38,2.88,2.75,1.88,2,1.75,2.75,2.38,2.12
47-3013.00,Helpers--Electricians,2.5,3.12,2.88,2.88,3,2.75,2.62,2.75,2.12,2.75,2.12,1.12,1.75,1.75,2,2.75,1.88,2.75,2.62,1.5,2,1,3.12,2.38,3,1.62,2,2.38,3,1.62,1.75,1.12,2.75,3,2
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.38,2.88,2.38,3,2.75,2.5,2.25,1.12,2.25,2.5,2.25,1,1.12,2.12,1.12,2.75,2.25,2.12,2.62,1,2.25,1,2.62,2.12,2.5,1.12,2.5,2.62,3,2,1.88,1,2.75,2.5,2
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2.62,2.88,2.62,2.75,2.88,2.12,2.38,2,2,2.88,2,1.62,2.12,1.88,2.25,2.88,2,2.38,2.25,1.25,2,1,2.12,2.38,2.62,1.12,2.38,2.5,2.5,1.88,1.75,1.62,2.5,2.38,2
47-3016.00,Helpers--Roofers,2.62,3,2.62,3.25,2.88,2.75,2.62,1.75,2.38,2.75,2.25,1.62,2,2.25,2.25,3,2.12,2,2.38,1,2,1.38,2.88,2.38,2.25,1,2.62,2.62,2.88,2.25,2.12,1.62,2.62,2.38,2.25
47-4011.00,Construction and Building Inspectors,3.12,3.88,3.62,3.12,3.62,1,1.25,1,2.88,3.62,2.75,1.62,1.62,2.62,2.88,3.25,2.75,2.38,2.88,2.25,2.88,1.38,3.12,3.75,1,2.5,3.12,3.25,3.62,2.75,2.88,1.5,3.25,2,3.38
47-4021.00,Elevator Installers and Repairers,3.12,3.62,3.5,3,3.62,3.75,3.75,3.38,2.38,3.12,2.25,1.5,1.62,2.25,1.88,3.25,2.5,3.38,3.75,2,2.75,1.62,3.62,3.12,4,2.5,2.75,2.88,3.12,2.75,2.88,2,3,3.88,2.62
47-4031.00,Fence Erectors,2.5,3.12,2.88,3,3.12,2.5,2.62,1.12,2.12,3,2.25,2,2.12,2.38,2.5,2.88,2.5,3.25,3,1.88,2.38,1,2.62,2.5,2.38,1.12,2.38,2.75,3,2.25,2.25,1.75,3,2.38,2.38
47-4041.00,Hazardous Materials Removal Workers,2.88,3.38,3,3.38,3.62,2.62,2.62,1.5,2.75,3.25,2.5,1.62,2.25,2.88,2.38,3.62,2.75,3.5,3.38,1.62,2.75,1.25,2.88,3.25,2.38,2.25,2.75,3.25,3.12,2.62,2.38,1.38,3.25,2.75,3.12
47-4051.00,Highway Maintenance Workers,2.5,3.12,3,3,2.88,3.12,2.12,1.12,2.5,2.88,2.25,1.5,1.88,2.38,2.38,3.12,2.5,3.75,3.75,1.12,2.5,1,3,2.75,2.88,1,2.62,2.88,3.12,2.12,2.12,1.62,2.62,3.12,2.25
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2.38,2.88,2.88,2.88,3.12,3.38,2.88,1.5,2.38,3,2.38,1.75,2,2.75,2.25,3.25,2.5,3.62,3.62,1.38,2.25,1,3.38,2.38,3.38,1.25,2.38,2.62,2.75,2.38,2.25,1.75,3,3.38,2.38
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,2.88,3.25,3.25,3.12,3.38,3.12,2.88,1.88,2.75,3.25,2.5,2,2.25,2.62,2.5,3.25,2.5,3.75,3.88,1.38,2.75,1,3.25,2.88,3,1.25,2.75,3,3.12,2.38,2.25,1.88,3,3.38,2.88
47-4091.00,Segmental Pavers,2.62,3.5,2.88,3.25,3.25,2.25,2,1.25,2.88,3.12,2.38,1.62,1.62,2.88,2,2.88,2.62,3.12,3,2.25,3,1,2.5,2.75,2.25,1.12,3,3.12,3.5,2.25,2.25,1.5,3,2.38,2.62
47-4099.03,Weatherization Installers and Technicians,2.62,3.25,2.75,2.88,3.12,2.38,2.25,2.88,2.5,3.12,2.5,2.12,2.12,2.62,2.62,3.25,2.62,3,3.12,1.88,2.75,1.5,2.62,3,2.62,1.62,2.88,2.88,3.25,3.12,2.62,1.75,2.88,2.5,2.75
47-5011.00,"Derrick Operators, Oil and Gas",2.75,3.25,3.25,3,3.5,3.12,2.75,1.12,2.88,3.12,2.75,1.88,2.25,3,2.38,3.38,2.5,3.88,4,1.38,2.5,1,3.25,2.88,3.38,1.25,2.38,2.88,3.38,2.25,2.5,1.12,2.88,3.25,2.75
47-5012.00,"Rotary Drill Operators, Oil and Gas",2.88,3.38,3.12,3.25,3.62,3,2.62,1.12,3.38,3.12,3,1.25,1.62,2.88,2.38,3.5,2.88,3.62,3.62,1.75,2.88,1,3,3.12,3,1.25,2.38,2.88,3.25,2.12,2.12,1.38,2.88,3,3
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",2.88,3.5,3.12,3,3.62,3,2.5,1.88,2.75,3.12,2.88,1.88,2,3,2.5,3.5,3,3.5,3.88,1.62,2.88,1.75,3.12,3.12,2.88,1.5,2.88,3.25,3.12,2.5,2.62,1.25,3,3.12,2.75
47-5021.00,"Earth Drillers, Except Oil and Gas",2.75,2.88,3,3,3.12,3.12,3,1.5,2.62,3,2.12,1.5,1.62,2.38,1.88,3.25,2.38,4,4,1.75,2.38,1,3.12,2.5,3,1.5,2.38,2.5,2.75,1.88,2,2,2.62,3,2.25
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",3.12,3.88,3.38,3.12,3.62,2.38,2.5,1.38,3,3.62,3,1.62,2.12,3,2.5,3.75,2.62,3.5,3.5,2.25,2.5,1,2.5,3.12,2.12,1.88,2.62,2.88,3.38,2.62,2.62,1.75,3.38,2.75,2.88
47-5041.00,Continuous Mining Machine Operators,2.62,2.88,3,2.75,3.25,3.25,2.38,1.38,2.25,3.12,2.38,1,1,2.5,1.38,3.12,2.25,4,3.88,1.62,2.12,1,2.62,2.62,3.25,1.25,2.12,2.75,2.88,2.25,2.25,1.25,2.88,3.25,2.12
47-5042.00,Mine Cutting and Channeling Machine Operators,2.75,3.38,2.88,3,3.5,3,2.88,1.5,2.62,3,2.5,1.62,1.88,2.62,2.25,3.25,2.5,3.38,3.62,1.38,2.5,1,3,2.25,3,1.12,2.62,3.12,3.12,2.5,2.62,1.88,3,3,2.12
47-5051.00,"Rock Splitters, Quarry",2.12,3,2.75,2.75,2.75,2.25,2,1,2,2.62,2,1.5,1.5,1.88,1.88,2.88,1.88,3.25,3.12,1.25,2,1,2.25,2.75,2.12,1.12,2.12,2.5,2.62,1.62,1.62,1,2.75,2.38,2.12
47-5061.00,"Roof Bolters, Mining",2.75,3.25,3,3.25,3.38,2.75,2.5,2,2.62,2.88,2.38,1.5,1.62,2.38,2.12,3.25,2.25,3.75,3.38,1.25,2.25,1,3,2.38,2.75,1.12,2.38,2.75,2.88,2.25,2.12,1.25,2.75,2.75,2.25
47-5071.00,"Roustabouts, Oil and Gas",2.75,2.88,2.62,2.88,3.12,2.75,2.5,1.38,2.25,3,2.25,1.62,1.88,2.5,2,3.25,2,2.88,3,1.12,2.12,1,3,2.12,2.88,1.25,2,2.62,2.62,2,2,1.75,2.62,3,1.88
47-5081.00,Helpers--Extraction Workers,2.88,3.12,3.12,2.88,3.38,3.38,3,1,2.75,2.88,2.75,1.88,2.38,2.75,2.5,3.62,2.38,3.38,3.62,1,2.25,1,3.25,2.75,3.38,1.12,2.5,2.88,2.75,2.38,2.25,1.88,2.75,3.38,2.38
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.38,3.5,3.38,3.75,3.75,3.12,2.75,1.75,3.5,3.5,3.25,2.88,3.12,4,3,3.88,3.38,2.88,3.25,2.75,3.12,1.62,3.5,3.38,3,2.25,3.25,3.38,3.62,3.12,3.12,1.75,3.75,3.12,3.12
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.88,3.62,3.25,3,3.5,3.38,3.12,2.62,2.75,3,2.62,1.5,1.75,2.62,1.88,2.88,2.62,2.88,3.12,2,2.5,1.75,3.25,3.38,3.5,2,2.88,2.88,3.38,2.62,2.38,2.38,3.25,3.25,2.88
49-2021.01,Radio Mechanics,2.62,3.38,3.25,2.5,3.75,3.38,3,2.5,2.38,3.25,2.5,1.5,1.75,2.25,2,3,2.38,3,3.12,1.75,2.38,1.5,3.62,3,3.62,2.12,2.62,3,3.25,2.5,2.62,1.75,3,3.38,2.75
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.38,3.5,3.5,2.88,3.5,3.5,3.12,2.75,2.75,3.25,2.88,1.75,2.12,2.75,2.38,3.25,2.5,3.38,3.75,2,2.88,2.38,3.62,3.25,3.5,2.25,3.12,3,3.38,3.12,2.88,2,3,3.62,3
49-2091.00,Avionics Technicians,2.88,3.62,3.5,3,3.75,3.88,3.25,2.38,2.88,3.38,2.5,1.25,1.62,2.62,2,3.38,2.38,2.38,3.62,1.88,2.75,1.25,3.62,3.25,4,2.62,2.75,3,3.62,3,2.75,1.62,3.25,3.88,3.12
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.88,3.12,3.62,2.88,3.62,3.62,3.62,2.88,2.62,3.25,2.62,2.25,2.5,2.5,2.5,2.88,2.5,3.12,3.25,1.88,2.62,1.75,3.75,3.12,4.12,2.25,2.75,2.75,3,2.5,2.62,2,3,3.88,2.88
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.38,3.38,3.12,2.88,3.5,3,2.5,2,2.25,2.88,2.25,1.5,1.5,1.88,2.12,2.88,2.12,2.62,3.12,1.5,2.5,1.38,2.88,3,3.12,2.12,2.25,3.12,3,2.12,2.12,1.75,3,3,2.75
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.88,3.38,3.25,3.12,3.5,3.5,3.38,3,2.5,3.25,2.5,2,2.12,2.5,2.75,3.12,2.38,3.12,3.62,2,2.62,2.12,3.75,3.25,4,2.62,2.88,2.75,3.12,3.25,3,2.38,3.12,3.62,3.12
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.75,3.38,3.25,2.88,3.62,3.5,2.62,1.5,2.75,3,2.25,1.62,1.62,2.75,2.12,3,2.5,2.88,3.38,2.25,2.62,1.75,3.38,3.5,3.5,2.62,2.75,2.88,3.25,2.5,2.5,1.62,2.75,3.38,2.62
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.5,3.62,3.25,3.12,3.5,3.62,3.25,3.38,2.75,2.88,2.5,1.75,1.5,2.38,2.12,3,2.62,3.25,3.5,1.88,2.62,1.5,3.25,3.25,3.75,2.25,3.12,3,3.38,2.25,2.25,2,3.25,3.5,2.88
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,3.38,3.38,3.5,2.88,3.38,3.25,3,3.25,2.88,3.38,3.12,2.25,2.25,2.62,2.38,2.88,2.38,2.5,3,2.25,2.62,2.12,3.62,3.5,3.62,2.25,2.88,3,3.12,2.88,2.62,1.88,3.12,3.62,2.75
49-2098.00,Security and Fire Alarm Systems Installers,2.75,3.5,3,2.75,3.5,2.88,2.38,3.12,2.38,3,2.25,1.5,1.62,2.38,2,3.12,2.12,2.88,3.25,2.25,2,1.75,3.12,3.12,2.88,2,2.75,2.88,3.12,2.25,2.38,1.62,2.88,3,2.5
49-3011.00,Aircraft Mechanics and Service Technicians,3.25,3.38,3.75,2.88,3.75,4.38,3.25,2.25,2.75,3.25,2.5,1.38,2,2.62,2.12,3.5,2.25,3.25,3.88,2.38,2.62,1.25,3.75,3.62,4.38,2.5,2.5,2.88,3.5,2.88,2.88,1.5,3,4,3
49-3021.00,Automotive Body and Related Repairers,2.62,3,3,2.88,2.88,2.38,2.62,2.12,2.25,2.88,2.38,2,2.12,2.12,2.12,3,2,3,2.75,2.12,2.5,1.88,2.75,2.62,3.38,1.38,2.62,2.75,3,2.25,2.25,1.62,2.75,2.88,2.12
49-3022.00,Automotive Glass Installers and Repairers,2.75,3,3,3,3,2.5,3,3,3.12,2.88,2.75,1.88,2.12,2.88,2.25,3.25,2.88,2.88,3,2,2.88,1.38,3.25,2.88,2.62,1.38,3.25,3,3.12,2.5,2.38,1.62,3.12,2.75,2.88
49-3023.01,Automotive Master Mechanics,3,3.38,3.12,2.88,3.5,3.88,3.75,3.12,2.25,3.12,2.38,2.12,2.38,2.38,2.25,3,2.62,3.62,3.62,2.5,2.62,1.5,3.75,3.12,3.88,2.25,2.75,2.75,3,2.75,2.62,1.75,3,3.88,2.62
49-3023.02,Automotive Specialty Technicians,3,3.5,3.38,2.75,3.12,3.5,3.12,2.25,2.38,3.38,2.12,1.5,1.62,2.25,1.75,2.88,2.25,3.62,3.5,1.88,2.38,1.12,3.12,2.88,3.75,2.25,2.88,2.88,3.12,2.62,2.75,1.5,2.88,3.5,2.5
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.5,3.12,3,2.75,3.12,3.38,3,1.5,2.38,2.88,2.25,1.12,1.12,2.12,1.88,3,2.25,3.38,3.38,1.75,2.38,1.38,3.12,2.88,3.62,2.25,2.38,2.88,3.12,2.25,2.25,1.62,2.75,3.62,2.38
49-3041.00,Farm Equipment Mechanics and Service Technicians,3,3.25,3.38,2.62,3.62,4,3.5,2,2.38,3.25,2.5,2,2,2.5,2.62,2.75,2,3.62,3.62,1.5,2.5,1.62,3.75,2.75,4.12,2.12,2.62,2.75,3.25,2.5,2.38,1.88,3.12,3.88,2.88
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.88,3,3.12,2.75,3.38,3.88,3.25,2.38,2.5,3,2.38,2.12,2.62,2.75,2.5,3.12,2.25,3.5,3.75,1.88,2.5,1.62,3.5,3,3.88,2.25,2.88,2.88,3,2.5,2.38,2.12,2.88,4,2.5
49-3043.00,Rail Car Repairers,2.62,3,2.75,2.88,3.25,3.5,2.62,2.38,2.5,2.88,2.5,2,2.12,2.5,2.38,3,2.38,3.38,3.25,1.5,2.38,1,3.25,2.88,3.62,2,2.25,2.62,2.88,2.5,2.5,1.62,2.88,3.62,2.88
49-3051.00,Motorboat Mechanics and Service Technicians,2.25,3.38,3.12,2.88,3.5,3.5,3.12,1.62,2.25,3.25,2.25,1.5,1.75,2.25,2,3,2.12,3.75,3.75,1.62,2.25,1.38,3.25,2.62,3.75,2.12,2.62,3,2.88,2.38,2.25,1.62,2.88,3.62,2.38
49-3052.00,Motorcycle Mechanics,2.88,3.62,3.5,3,3.12,3.12,2.75,1.88,2.88,3.12,2.75,1.38,1.75,2.5,2,2.88,2.38,3,3.12,1.62,2.5,1.12,3.12,3.12,4,2.12,2.75,2.88,3.38,2.25,2.12,1.5,3,3.62,2.62
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.75,3.12,3,2.75,3.25,3.62,3.12,1.38,2.25,2.88,2.5,1.62,1.62,2.12,2.12,2.88,2.38,3.38,3.38,1.62,2.38,1.38,3.25,2.88,3.75,2.12,2.5,2.75,3,2.38,2.25,1.62,2.88,3.62,2.62
49-3091.00,Bicycle Repairers,2.88,3.5,3,2.88,3.5,3.75,3.5,2,2.62,3,2.75,1.5,1.75,2.75,2.12,2.88,2.62,2.62,2.75,1.38,2.5,1.12,3.38,2.88,4.38,1.25,3.12,3.38,3.38,2.12,2.25,2.12,3,3.62,2.75
49-3092.00,Recreational Vehicle Service Technicians,3,3.5,3.38,2.88,3.38,3.38,3.25,1.38,2.5,3.25,2.5,1.25,1.62,2,1.88,2.88,2.75,3.25,3.38,1.88,2.75,1,3.25,3.25,3.62,2.12,2.88,2.88,3.5,2.38,2.62,1.5,2.88,3.25,2.88
49-3093.00,Tire Repairers and Changers,2.38,3,2.5,2.75,2.62,2.25,2.38,1.75,2.25,2.88,2.12,1.5,2,2.5,2,2.75,2.38,3.25,3,1.12,2.38,1,2.75,2.38,2.75,1,2.75,2.75,2.88,2,1.88,1,3,2.88,2.25
49-9011.00,Mechanical Door Repairers,2.88,3.38,3.12,3.12,3.5,3,3,3.25,2.62,3.12,2.62,1.75,2.12,2.75,2.5,3,2.5,2.88,3.25,1.75,3,1,3,3,3.25,1.12,3.12,3.12,3.12,2,2,2,3,3,3
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2.62,3,3,2.88,3.25,3,2.62,1.88,2,3,2.25,1.5,1.62,2.12,1.75,3,2.12,3.12,3.25,1.62,2.12,1.38,2.75,2.88,2.88,1.88,2.5,2.88,2.88,2,2.12,1.62,2.88,2.88,2.5
49-9021.01,Heating and Air Conditioning Mechanics and Installers,3,3.5,3.12,2.88,3.38,3.75,3.12,4,2.62,3.25,2.5,1.62,1.75,2.38,2.75,3.25,2.38,3.38,3.75,1.88,2.5,1.12,3.62,3.25,3.88,1.75,2.5,2.88,3.25,2.62,2.88,2,3.12,4,2.62
49-9021.02,Refrigeration Mechanics and Installers,3,3.25,3.38,3,3.75,4,3.62,3.88,2.88,3.25,2.62,2.12,2.88,3,2.62,3.25,2.5,3.75,4,2.25,2.5,1.38,3.62,3.25,4.12,1.88,2.88,3.25,3.38,2.75,3,1.88,3.12,4,2.75
49-9031.00,Home Appliance Repairers,2.5,3.62,3.12,2.88,3.62,3.75,3.38,2.88,2.38,3.25,2.38,2.12,1.88,2.5,2.25,3,2.38,3.12,3.62,2.25,2.62,1.38,3.62,3.12,4,1.88,3,2.88,3.5,2.5,2.38,2,3.12,3.75,2.75
49-9041.00,Industrial Machinery Mechanics,3,3.25,3.25,2.62,3.5,4.12,3.5,2.5,2.88,3.38,2.75,1.88,1.88,2.62,2.38,3.5,2.12,3.75,4,2.12,2.38,2.12,3.88,3,4.38,2,2.38,2.88,2.88,2.75,2.75,2.38,3,4,2.88
49-9043.00,"Maintenance Workers, Machinery",2.5,3,3,2.62,3.12,3.75,3.12,2.25,2.25,2.62,2,1.5,1.75,2,1.88,2.88,2,3.5,3.75,2,2.12,1.5,3.38,2.88,3.62,1.5,2.12,2.62,2.75,2.25,2.25,2.12,2.62,3.62,2.25
49-9044.00,Millwrights,3.38,3.38,3.12,3.38,3.5,3.75,3.12,4.12,3.25,3.25,3,1.5,1.88,2.75,2.75,3.38,2.88,3.38,3.75,1.5,2.75,1.38,3.25,3,3.5,1.25,2.88,2.75,3.12,2.38,2.5,2,3.38,3.5,2.62
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2.38,3,2.62,2.88,2.88,3,2.62,1.38,2.5,2.75,2.25,1.5,1.62,2.25,2,2.75,2,3,3.25,2,2,1,2.62,2.88,3.12,1,2.38,2.75,2.75,1.88,1.75,1.62,2.88,2.88,2.5
49-9051.00,Electrical Power-Line Installers and Repairers,3,3.62,3.25,3.25,3.38,3,2.5,2.5,2.75,3.25,2.88,1.38,1.62,3,2,3.5,2.38,3.25,3.38,2,2.75,1.38,3.25,3,3.25,1.88,2.75,2.88,3.25,2.75,2.62,2,3.25,3.38,2.75
49-9052.00,Telecommunications Line Installers and Repairers,2.62,3.25,3.12,2.88,3.25,3.12,2.38,1.88,2.38,3,2.38,1.5,1.62,2.38,2,3,2.5,3.25,3.25,1.88,2.38,1.5,2.75,3.12,2.75,2,2.75,3,3.12,2.5,2.5,1.88,2.88,3.25,2.5
49-9061.00,Camera and Photographic Equipment Repairers,3.38,3.12,3.25,2.38,3.5,3.38,3.25,1.5,1,3.25,2.62,2.25,2.5,1.88,2.5,2.88,2,2.62,3.25,2,2.38,1.5,3.62,3,3.88,2.12,2.25,3,2.88,2.12,2.25,2.5,3,3.75,2.62
49-9062.00,Medical Equipment Repairers,3.25,3,3.12,3,3.38,4,3.38,2,2.75,3.12,2.62,2,2.38,2.75,2.75,3.12,2.5,3.12,3.62,2.12,2.5,1.88,3.5,3.25,3.88,2.62,3,2.88,2.88,3,2.5,2,2.88,3.88,3
49-9063.00,Musical Instrument Repairers and Tuners,3.12,3.25,3.38,2.75,3.5,3.38,3,1.38,2.25,3.62,2.5,2.25,2.5,2.25,1.88,3,2.5,2.75,3.25,2,2.75,1,4,2.62,3.75,1.88,3.12,3.25,3.12,2.88,2.88,2,3.25,3.75,2.38
49-9064.00,Watch Repairers,2.25,3,2.88,2.38,3,3,2.75,1.5,2,2.75,1.75,1.62,1.62,1.75,2,2.62,1.62,2.5,2.75,1.75,1.75,1,2.88,2.88,3.62,1.75,2.75,2.75,2.88,2,2,1.62,2.5,2.88,2.12
49-9071.00,"Maintenance and Repair Workers, General",3,3,3.12,3,3.25,4,3.12,3,2.25,3,2.38,1.62,1.88,2.12,2.12,3.12,2.25,3,3.12,2,2.25,1.25,3.12,3.12,4.12,1.62,2.5,2.62,3,2.25,2.25,1.88,3.12,3.5,2.88
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2.5,3.25,3.25,2.75,3.38,3.5,2.5,2.25,2.5,3.38,2,1.88,1.75,2.25,2,3.12,2,3.25,3.5,1.5,2.38,1,3.12,2.88,3.5,1.88,3,3.12,3,2.62,2.62,1.12,3.38,3.38,2.88
49-9092.00,Commercial Divers,2.88,4,3.38,3.5,3.75,3.25,2.88,2.38,3.12,3.12,2.88,1.5,1.75,2.88,2,3.38,2.88,3.5,3.62,2,2.75,1.12,3.5,3.38,3.12,2.5,2.75,3.38,3.62,2.5,2.38,1.75,3.62,3.12,3.12
49-9093.00,"Fabric Menders, Except Garment",2,2.75,2.38,2.38,2.88,1,1.25,1,1.88,2.62,1.12,1.62,1.75,1.88,2.25,2.62,2.12,2.75,2.38,1.5,2.12,1,2.12,2.38,1,1,2.62,2.62,2.75,2.12,2,1.62,2.75,1.75,2
49-9094.00,Locksmiths and Safe Repairers,2.88,3.38,3,2.75,3.25,3.25,2.75,2.62,2.38,3.12,2.38,1.75,1.88,2.25,2.5,2.75,2.38,3,2.75,1.25,2.5,1.5,3,3,3.5,1.12,2.88,2.5,3.38,2.12,2,1.62,3.25,3.12,2.62
49-9095.00,Manufactured Building and Mobile Home Installers,3.38,3.38,3.38,3.5,3.75,2.62,2.88,2.62,3.25,3.5,3.38,2.25,2.62,3.38,2.62,3.5,3.12,3.75,3.62,2.25,3,1,3.75,3.12,3.12,1.62,3.12,3,3.38,2.75,2.62,2,3.38,3.25,2.62
49-9096.00,Riggers,2.5,3.12,3,2.88,3.25,2.5,2.62,1.88,2.25,3,1.25,1.12,1.12,2.5,1.25,3,2.25,3.12,3,1.88,2.25,1,2.75,2.62,2.5,1.62,2.12,2.5,2.88,2.12,2.25,1.12,3.12,2.62,2.25
49-9097.00,Signal and Track Switch Repairers,3,3.12,3.5,3,3.5,4.12,3.75,3.25,2.62,3.25,2.5,1.88,2.12,2.38,2.5,3.25,2.25,3.38,3.75,1.12,2.38,1.75,4,2.88,4,1.75,2.25,2.75,3,2.25,2.38,1.75,3.12,4.25,2.75
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2.88,3.25,2.75,3,3.12,3.12,2.88,2.5,2.5,3,2.75,1.25,1.5,2,1.88,3,2.12,3,3.38,1.62,2.38,1.38,2.88,2.62,3.12,1.25,2.75,2.62,3,2.25,2,1.62,2.88,3.12,2.12
49-9099.01,Geothermal Technicians,2.88,2.88,3.12,3,3.25,3.25,2.62,2.5,2.5,3,2.38,1.75,2.12,2.5,2.75,3.5,2.38,3.38,3.88,1.5,2.38,1.62,3.12,3.38,3.12,2.12,2.5,2.62,3.12,3,2.75,1.75,2.88,3.5,3
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.12,4,3.25,3.88,3.88,2.25,2.25,1.25,3.12,3.75,3.12,2.38,2.38,3.88,2.12,3.62,3.12,2.5,3.12,3,3.25,1.12,3.12,3.88,2.25,1.75,2.88,3.5,4,2.88,3,1.88,3.88,2.38,3.25
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.38,3.12,3.25,2.62,3.25,2.75,2.75,2.88,2.75,3.25,2.62,1.75,2.12,2.38,2.5,3.12,2.38,3,3.25,1.75,2.25,1,3.5,3,2.75,1.62,2.12,2.75,2.88,2.5,2.5,2.12,3.12,3,2.62
51-2021.00,"Coil Winders, Tapers, and Finishers",2.25,2.88,2.38,2.62,2.88,1.5,1.5,1.38,2.25,2.5,2,1,1.25,1.88,1.75,2.88,1.88,3,3.12,1.5,1.88,1,2.12,2.88,1.38,1.12,1.75,2.62,2.75,2,1.88,1.62,2.25,2.12,2.12
51-2022.00,Electrical and Electronic Equipment Assemblers,2.38,3.5,2.38,2.88,2.88,1.62,1.75,1.88,2.62,2.62,2.25,1.25,1.62,2.38,2,3.5,2.5,3,3.12,1.38,2.38,1,2.62,3.25,1.88,2,2.62,2.88,3.38,1.38,1.75,1.75,2.88,1.88,2.5
51-2023.00,Electromechanical Equipment Assemblers,2.38,2.75,2.38,2.62,3,2.62,2.12,1.38,2.38,2.75,2.12,1.38,1.62,2.25,2.12,2.75,2.12,2.5,3.12,1.5,2.12,1.38,3.25,3.12,2.62,2.12,2.25,2.5,2.88,2,1.88,1.75,2.75,3,2.5
51-2031.00,Engine and Other Machine Assemblers,2.38,3.12,2.62,2.62,3.25,2.88,2.5,1.75,2.38,2.5,2,1.5,1.62,2.25,2,3.12,2.12,2.88,3.5,1.5,2.38,1.5,3.25,3.12,2.88,1.88,2.25,2.75,2.88,2.38,2.12,1.62,2.62,3,2.5
