Code,Title,Oral Comprehension,Written Comprehension,Oral Expression,Written Expression,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Mathematical Reasoning,Number Facility,Memorization,Speed of Closure,Flexibility of Closure,Perceptual Speed,Spatial Orientation,Visualization,Selective Attention,Time Sharing,Arm-Hand Steadiness,Manual Dexterity,Finger Dexterity,Control Precision,Multilimb Coordination,Response Orientation,Rate Control,Reaction Time,Wrist-Finger Speed,Speed of Limb Movement,Static Strength,Explosive Strength,Dynamic Strength,Trunk Strength,Stamina,Extent Flexibility,Dynamic Flexibility,Gross Body Coordination,Gross Body Equilibrium,Near Vision,Far Vision,Visual Color Discrimination,Night Vision,Peripheral Vision,Depth Perception,Glare Sensitivity,Hearing Sensitivity,Auditory Attention,Sound Localization,Speech Recognition,Speech Clarity
51-4121.06,"Welders, Cutters, and Welder Fitters",3.5,2.88,3.25,2.5,2.38,2.38,2.88,2.88,2.75,2.62,3,1.75,2.25,2,2.25,2.88,2.88,1.88,3.5,3,2.25,3.5,2.88,3.38,3.75,3.12,3,2.12,3.25,2.12,2.62,3.12,0.88,2.62,3,2.38,3.12,0.75,2.5,2.12,3.75,3,2.88,1.25,1.38,3,2.38,2.75,2.62,1.38,2.62,2.38
51-4121.07,Solderers and Brazers,3.25,2.63,3.13,2.5,2,2,2.63,2.63,2.63,2.75,2.75,1.38,1.5,1.5,1.63,2.88,2.63,0.13,3,2.75,2,3.38,3.25,3.25,3.25,2.25,1.13,1.25,2.5,1.5,1.13,2.38,0.25,1.13,2.5,1.75,1.38,0.5,1.63,1.13,3.5,2.5,3,0,0.38,2.25,0,2.38,3,0,2.38,2.38
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.13,3,3.5,2.25,1.25,1.25,2.88,2.88,2.88,2.88,2.88,0.75,1.13,1.13,1.75,2.63,2.75,0.25,3,3.13,2,2.63,3.13,3.25,3.25,3.13,1.75,2.5,2.75,1.75,1.25,2.75,0.25,1.63,2.75,1.75,3.13,0.25,1.75,1,3.38,2.5,2.25,0.25,0,2.25,1.5,2.5,2.88,0,2.5,2.63
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3.5,3.25,3.38,2.63,1.88,1.88,3.13,3.13,2.88,3.38,3.63,2,2.25,2.5,2.38,2.88,3.25,1.75,3,3.75,2.75,2.75,3.25,2.88,3.75,3.13,3.25,3,3.88,2.13,2.63,3.5,0.25,2.25,3.25,2.88,3,0.38,2.5,1.25,3.38,3.25,2.88,1.38,1.88,3,2.13,2.88,3,1.5,2.75,2.75
51-4192.00,"Layout Workers, Metal and Plastic",3.5,3.25,3.38,2.75,2.63,2.38,3.13,3.25,3.13,3.38,3.25,2.5,2.5,2.13,2,2.88,2.88,1.25,3.63,3.13,2.5,3.13,3.13,3.13,2.88,3.13,2.13,1.75,2.75,1.5,1.63,2.88,0.38,1.75,2.88,2.13,3.13,0.25,1.88,1.25,3.88,3.13,2.63,0.75,0.75,2.88,1.5,2.25,2.88,0.5,2.13,2.38
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",3.5,2.63,2.88,2.63,2,1.75,2.75,2.63,2.63,2.88,2.63,1,1.13,1,1.75,2.63,2.75,0.25,2.38,3,2.38,2.88,3.13,2.88,3.25,3.38,1.88,1.88,2.5,1.13,1.5,2.75,0.38,2.13,2.88,2.38,2.5,0,2.25,1,3.25,2.5,2.25,0,0,2.5,0,2.63,3.13,0,2.38,2.5
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.25,2.88,3.13,2.13,2.13,1.88,2.88,2.88,2.38,3.13,2.63,2.88,3.13,2.13,2.5,3.38,3.38,1.63,3.63,3.5,2.38,3.38,3.5,3.63,3.63,2.88,2.63,3,3.88,2.5,1.75,3,0.38,2.25,2.5,1.63,2.63,0.13,1.5,1.25,3.75,3.13,2.63,1.38,1.13,2.75,1.38,3,3.25,1.38,2.38,2.5
51-5111.00,Prepress Technicians and Workers,3.38,3,3.38,2.63,2.63,2.63,3.13,2.88,2.88,3.13,3.13,2,1.38,2.13,1,2.75,2.75,0,3.13,2.88,1.63,2.63,2.63,2.63,2.63,1.75,1.13,1.63,1.88,1.5,0,1.63,0,0,0.5,0.13,0.25,0,0,0,3.88,2.5,2.88,0,0,2,0,1.88,2.5,0,2.75,2.63
51-5112.00,Printing Press Operators,3.25,3.12,3.12,3,2.5,2.62,3.25,3,2.88,3,3,2.25,1.88,2,1.88,3,3.12,0.25,3.38,3.12,2.12,3.25,3.12,3.62,3.5,3,2.38,2.88,2.88,2.12,1.88,2.75,0.5,1.62,2.75,1.88,2.88,0.38,2.25,1.5,3.88,3.12,3.25,0,0,2.75,0,2.75,2.62,0.38,3,3
51-5113.00,Print Binding and Finishing Workers,3.12,2.96,3.08,2.21,2,1.88,2.58,2.67,2.42,3.17,2.67,1.75,2.04,1.79,1.92,2.62,2.58,0.5,2.83,3.12,2.04,3.17,3.12,3.12,3.21,2.96,1.92,2.46,3.12,2.04,1.25,2.71,0.04,1.92,3.04,1.96,2.67,0.21,2.04,1.25,3.62,2.75,2.71,0.42,0.46,2.29,0.46,2.17,2.88,0.54,2.58,2.5
51-6011.00,Laundry and Dry-Cleaning Workers,3,2.38,2.75,1.88,1.38,1.38,2.5,2.75,2.63,2.38,2.63,0.25,0.38,0.5,1.25,2.5,2.13,0,1.75,2.5,1.88,2.75,2.38,2.63,2.63,1.88,1.63,2.13,1.75,1.5,1.13,1.88,0,1.5,3,1.88,2.13,0.5,1.88,0.88,3,2.13,2.38,0,0,1.25,0.13,2,1.63,0.13,2.38,2.5
51-6021.00,"Pressers, Textile, Garment, and Related Materials",1.88,1.75,2.13,1.25,1.38,1.5,2.25,2.13,2,2.38,2.5,0.38,0.5,0.63,0.5,2.5,2,0.13,2.13,2.25,0.38,3.5,3,3,3.25,3,2.38,2.63,3,2.5,2.13,2.25,0.25,1.88,2.88,2.25,2.63,0.63,2.25,1,2.75,2,1.88,0,0,2.5,0,2.13,2.13,0.25,2.13,2
51-6031.00,Sewing Machine Operators,2.5,2.63,2.5,1.75,1.5,1.63,2.75,2.5,2.38,2.63,2.75,1.5,2,0.88,2,2.63,2.5,0.25,2.75,2.5,2.13,3.63,3,3.13,3,2.63,2.25,2.75,2.75,2.25,0.75,2,0,1.63,2.13,1.63,2.38,0.13,1.5,1.13,3.38,3,3.25,0,0.25,2.63,0,2.25,1.88,0.13,2.38,2.25
51-6041.00,Shoe and Leather Workers and Repairers,2.88,2.5,2.63,2.13,0.88,0.88,2.5,2.5,2.38,2.63,2.63,1.13,1.38,0.75,1.5,2,2.13,0.13,2.75,2.25,1.88,3.75,3,3,2.5,2.25,1.75,1.75,2.38,2.13,0.63,2.13,0.63,1.75,2.38,1.75,1.88,0.38,1.13,0.88,3.25,2.38,2.63,0.5,0,2,0,2.38,1.88,0,2.5,2.38
51-6042.00,Shoe Machine Operators and Tenders,2.88,3,3,2,2.13,1.88,2.63,2.63,2.63,3,2.88,1.75,1.88,1.13,1.88,2.63,2.63,0,2.75,2.88,1.75,3.38,3.13,3.38,3.25,2.75,2.13,2.75,2.88,2.25,0.13,2.25,0,2,2.88,2.25,3,0,1.5,1.5,3.5,2.75,2.13,0,0,2.5,1,2.63,2.13,0,2.38,2.63
51-6051.00,"Sewers, Hand",2.38,2.38,2.38,1.88,2.25,2.38,2.5,2.5,2.63,2.75,2.88,1.75,2.13,1.5,2,2.5,2.63,0,3.38,2.5,1.88,4,3.75,4.25,3,2.88,2,1.75,1.75,2.88,0,1.75,0,0.38,0.75,0.13,0.38,0.13,0.13,0,3.5,2.88,3.13,0,0,2.5,0,2,2,0,2.5,1.88
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",3.63,2.75,3.25,2.63,2.5,2.63,2.63,2.63,2.75,3.25,2.75,1.75,2.13,1.63,2.13,2.5,2.38,0.38,3.25,2.38,2.25,4,3,3.75,3.25,2.63,1.75,1.88,1.75,2.25,0,1.25,0,0.88,1.88,0.5,1.63,0.13,0.63,0.38,3.63,2,2.88,0,0,1.5,0,1.75,1.5,0.38,2.63,2.38
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,3.38,2.88,3.25,2.38,2.13,2.13,3.13,2.88,2.88,3.13,2.88,2.38,2.25,1.75,2.38,3.13,3.13,0.63,2.63,3.38,2.13,3.25,2.88,3.25,3.5,2.75,2.13,3,3.25,2.38,1.75,2.88,0.25,2.13,3,2.38,3,0.25,2.13,1.88,3.25,2.5,2.75,0.13,0,2.13,0,2.25,2.5,0.13,2.5,2.63
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3,2.63,2.63,2,2,2.13,3,2.75,2.5,2.88,2.88,1.38,2,2,2.25,2.63,2.75,1.13,3.5,3,2.38,3.88,3.25,3.13,3.5,3.38,3.13,3.25,3.63,2.25,2.38,2.75,0,2.25,3,2.25,3.13,0.13,2.25,1.75,3.38,3,3.25,1.13,1.5,2.63,1.25,2.75,2.88,1.75,2.5,2.5
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3.13,2.5,3.13,1.88,1.25,1.5,2.88,2.5,2.38,2.75,2.75,0.63,1.13,1.13,1.38,2.13,2.88,0,2.88,2.63,1.5,3.63,3.13,3.63,3.63,2.88,2.25,2.25,3.13,2.25,1.38,2.38,0,1.63,2.88,2.25,3.13,0,1.75,1,3,2,2.88,0,0,2,0.88,2.5,2.88,0,2.5,2.5
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.88,2.63,2.75,2,2,2,3.25,2.63,2.38,2.63,2.88,1.5,1.88,1.88,2.63,2.88,3.25,0.13,3.13,3,2.5,4.13,3.38,3.75,3.5,3.13,2.63,3,3.75,2.88,2.25,2.88,0.25,2.25,3.13,2.5,3.5,0.25,2.75,1.5,3.5,3.13,3.5,0.13,0.38,2.88,0.13,3.13,3.13,0.25,2.63,2.5
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.5,2.88,3.13,2.88,2.25,2.25,3.25,3.25,3.25,2.75,2.5,1.63,1.88,1.75,1.88,3,3.13,1,3,3.5,2.63,3.13,3,3.25,3.38,3.25,2.88,3,3.5,2.5,2,2.75,0.25,2.25,3,2.25,3.13,0,2.25,2.13,3.25,2.38,2.75,1,0.88,2.5,1.25,2.88,3.5,1.25,2.75,2.88
51-6092.00,Fabric and Apparel Patternmakers,3.5,3.38,3.75,2.75,3.63,4,3.38,3.5,3.38,3.63,3.75,3,3.25,2.63,2.75,3.25,3,0,4.38,3,2.75,3.5,2.88,3.38,2.75,2.38,1.63,1.38,1.88,2.5,0.38,1.88,0,1.63,2.38,1.25,1.75,0,1.63,1,3.75,3,3.25,0,0,2.38,0,2,2.38,0.25,2.88,2.63
51-6093.00,Upholsterers,3,2.88,3.13,2,2.75,3.13,2.88,3,2.75,3.13,3.38,2,2.38,2,2.38,3,2.75,1.5,4,3,2.63,4.13,3.75,4,3.5,3.63,2.75,2.5,2.5,2.75,2.38,3.75,1,2.5,3.38,1.88,3.25,0.25,2.5,1.38,3.63,3.13,4.13,1.38,1.63,2.88,1.5,2.25,2.25,1.25,2.75,2.63
51-7011.00,Cabinetmakers and Bench Carpenters,3.25,3.13,3.5,2.25,2.25,2.63,3,3,2.88,3.5,3.13,2.13,2.38,1.75,2.5,2.88,2.5,1.5,3.75,3.5,2.63,3.63,4,4,3.88,3.25,3.13,3.13,3.75,2.75,2.75,3.63,0.5,3,3.25,2.75,3.13,0.13,2.63,1.38,3.38,3.25,3.38,1.13,1.25,2.88,1.38,2.88,3.25,1.5,2.75,2.5
51-7021.00,Furniture Finishers,3,2.75,2.88,2.25,2.63,2.63,2.88,3,3,3,3.13,1.38,1.5,1.75,2.13,2.88,2.5,1.38,3.75,3,2.38,3.25,3.63,3.25,2.88,3.13,2.5,2.63,2.75,2.75,2.63,3.25,0.5,2.5,3.13,2.5,3.38,0.38,2.38,1.5,3.63,3.13,3.5,1.13,1.5,2.63,2.38,2.25,3.25,1.13,2.5,2.38
51-7031.00,"Model Makers, Wood",3.63,3.25,3.38,2.88,2.88,2.75,3,3.13,3,3.25,3,2.38,2.38,1.75,1.75,2.88,3,1.25,3.88,3.63,2.63,3.63,3.25,3.63,3.38,3.13,2,2.13,3.25,2.13,1.5,2.38,0,1.88,2.75,1.88,2.88,0,2.25,1.88,3.63,2.63,2.63,1,1,2.25,1,2.38,2.88,0.88,2.75,2.75
51-7032.00,"Patternmakers, Wood",3.5,3.13,3,2.38,2.25,2.38,2.88,2.75,2.88,3,3,2.25,2.5,2.13,2.25,2.25,2.88,1.63,3.63,2.88,2.63,3.75,3.75,3.5,4.13,3.38,3.25,2.5,3.75,2.75,2.88,3.13,0.25,1.88,2.63,1.75,2.63,0.25,2.13,1.25,3.88,3,2.63,1.25,1.38,2.75,1,2.25,3.13,1.75,2.75,2.13
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3.38,3,3.38,2.38,1.75,1.75,3,2.75,2.75,2.88,2.88,1.63,1.5,1.75,1.5,2.88,2.88,1,3,2.88,2.13,3.38,3,3,3.5,3.25,2.25,2.38,3.13,1.5,2,2.75,0.38,1.75,2.88,2.5,2.5,0.5,1.75,0.88,3.25,2.63,2.5,0.63,1,2.88,0.88,2.38,2.38,0.88,2.63,2.5
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3.63,3.13,3.13,1.88,1.88,2.13,3.13,3,2.88,3.13,3,2,2.38,2.25,2.5,2.63,2.75,1.75,3.63,3.75,2.75,3.38,3.38,3.13,3.63,3.13,3.25,3.13,4.25,2.63,2.25,3,0.63,2.5,3,2,2.75,0.25,2.13,1.38,3.63,3.13,2.88,1,2,2.88,1.25,2.63,3.5,1.88,2.88,2.5
51-8011.00,Nuclear Power Reactor Operators,4,3.75,4,3.62,2.75,2.62,4.12,3.62,3.62,3.5,3.25,3,3,2.75,2.62,3.25,3.88,0.25,2.88,3.5,3.38,2.88,2,2.88,3,2.38,2.5,2,2.5,2.12,0.38,0.75,0,0.62,2.38,0.5,0.62,0,0.62,0.75,4,3.38,3.12,0,0.5,1.75,1.12,2.62,3,0,3.12,3.25
51-8012.00,Power Distributors and Dispatchers,4,3.63,4,3.63,3,3,3.75,3.75,3.38,3.5,3.5,3,3,2.38,2.75,3.38,3.63,0.63,2.75,3,2.5,1.25,1.5,2.63,2,1.38,0.63,0.13,1.63,0.75,0.38,0.25,0,0,1.63,0.13,0.38,0.13,0,1.13,3.75,3.13,2.5,0,0,2.25,0,2.13,2.13,0.13,3.13,3.25
51-8013.00,Power Plant Operators,3.75,3.38,4,3.25,2.63,2.63,3.38,3.38,3.25,3.38,3.13,1.75,2,1.75,2.13,3.25,3.63,1.63,3,3.5,3.25,3.13,3,2.63,3.25,2.63,2.88,2.63,3.13,1.75,1.88,2.38,0.13,2,2.38,2.25,2.88,0.25,1.63,2,3.63,2.63,2.75,1.13,1,2.63,1,2.63,3.13,1.5,2.63,2.63
51-8021.00,Stationary Engineers and Boiler Operators,3.63,3,3.5,2.88,2.25,2,3.25,3,3.13,2.88,3,1.13,1.13,2.13,2.38,2.63,3.63,1,2.75,3.5,2.5,3,3,2.88,3.25,3.38,2.38,2.13,3.13,1.13,1.5,2.75,0,1.5,2.5,1.88,2.63,0,2,2.13,3.5,2.38,2.75,0.5,0.63,2.63,1.63,2.88,3.38,0.88,2.63,2.63
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.75,3.38,3.62,3.25,2.62,2.38,3.62,3.12,3.12,3.38,3.12,2.62,2.88,2.25,2.25,2.5,3.38,1.38,2.88,3,2.88,3,2.75,2.62,3.12,2.75,2.75,2.25,2.88,2.12,2.12,2.25,0.38,1.75,2.88,2.38,3,0.25,2.75,2.62,3.75,2.88,3,0.88,0.88,2.75,1.88,2.38,2.5,1.38,2.75,2.88
51-8091.00,Chemical Plant and System Operators,4,3.63,4,3.13,2.25,2.38,3.88,3.63,3.5,3.63,3.25,3,3.13,2.5,3.38,2.88,3.75,1.88,3.13,4,2.88,3,2.88,3,3.63,2.88,3.25,2.75,3.5,2.25,2,2.5,0,2.13,2.63,2,3,0,2.38,2.5,3.75,3.88,3.13,1,1.38,2.38,2.13,3.13,3.63,1.88,2.75,3.25
51-8092.00,Gas Plant Operators,3.63,3.5,3.63,2.75,2.75,2.5,3.63,3.5,3.38,3.25,2.88,2.38,2.75,2.38,3,3.5,4,1.88,3.38,3.38,2.88,2.88,2.75,3,3.5,3.38,3.13,2.75,3.63,2,1.63,1.88,0.25,1.5,2.38,1.63,2.5,0,1.75,2.38,3.38,3.13,2.75,1.25,1.63,2.88,2.13,3.13,4,1.75,3,2.88
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.88,3.75,3.75,3.13,2.63,2.63,3.88,3.75,3.75,3.5,3.38,3.13,3.13,2.88,3,3.75,4,2.25,3.38,3.75,3,3,3,2.88,3.38,2.88,3.13,2.75,3.75,2.38,2.13,2.5,0.13,2,2.88,2.38,2.75,0.13,2.5,2.88,3.63,3.63,3.13,1.38,1.88,2.88,2.25,3,3.75,1.88,2.75,2.63
51-8099.03,Biomass Plant Technicians,3.62,3.12,3.25,3.12,2.38,2.38,3.12,3.12,3.12,3.12,2.75,2.38,2.5,3,2.62,3,3.5,1.88,3.38,3.5,2.88,3.25,3,3.12,3.75,3.38,3.12,3.12,3.38,2.5,2.5,2.62,0.25,1.88,2.75,2.25,2.38,0.25,2.12,2.25,3.75,3.12,3.25,1.75,1.75,2.88,2.25,3,2.38,1.62,3.12,3
51-9011.00,Chemical Equipment Operators and Tenders,4,3.75,3.75,3.38,2.63,2.5,3.63,3.25,3.25,3.5,3.63,2.38,2.63,2.38,2.63,3,3.75,1.63,3,3.5,2.63,3,3,3,3.5,3.5,3,3,3.5,1.5,2.25,2.63,0.63,2,2.5,1.63,2.63,0.25,1.88,2.38,3.75,3,3.13,1.38,1.13,3,1.88,2.75,3.5,1,3,2.75
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.5,3.25,3.75,2.75,2.38,2,3.13,2.88,3.13,3.38,3.13,2.13,2.38,2.63,2.5,3.13,3.5,1.5,3.38,3,2.88,2.75,2.75,3.13,3,2.88,2.63,2.88,3.5,2.13,2.25,3.5,0.38,2.13,3.13,2.63,3.13,0,2.5,2.88,3.63,3.38,3.25,1.75,1.75,2.88,2.38,3.13,3.5,1.38,2.63,2.88
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.25,3,3.38,2.5,2.13,2.38,3.13,2.75,2.63,3.38,3,1.88,2.38,2.38,2.38,3.13,3.5,1.75,3.25,3.5,2.75,3.38,3.25,3.38,3.5,3.38,3.38,3.13,4.25,2.25,2.13,3.38,0.38,2.63,3.13,2.5,3,0.13,2.25,1.38,3.5,3.25,3,1.5,1.63,3.13,1.5,3.25,3.5,1.63,2.88,2.63
51-9022.00,"Grinding and Polishing Workers, Hand",2.88,2.88,2.88,2.5,2.13,2.25,2.88,2.75,2.88,2.88,3.13,1.25,2,2.13,2,2.5,2.75,0.75,3.25,3.13,2.75,3.63,3.25,3.63,3.5,3,2.5,2.63,3.25,2.38,1.63,3,0.25,1.75,2.88,1.75,3,0.25,1.13,1.13,3.38,2.5,3,1,1.25,2.38,1.38,2.25,2.75,1,2.63,2.38
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.63,3.13,3.38,2.63,1.88,1.88,3,2.88,2.75,3.25,3.13,1.75,2.25,2.13,2.13,2.75,3.13,2,2.38,3.13,2.5,3.13,3.5,3,3.38,3,2.75,3.13,3.13,2.38,2,3,0,2,2.63,2.13,2.88,0.38,2.38,2.25,3.5,3.25,3.5,1,1.25,3.13,0.88,2.5,3.38,1.63,2.88,2.5
51-9031.00,"Cutters and Trimmers, Hand",3.25,2.88,2.88,2.13,1.63,1.25,2.75,2.63,2.5,2.75,3,0.88,1,1.13,0.75,2.38,2.38,0.13,2.38,3,1.63,3.25,3.13,3.25,3.25,2.88,1.5,2.38,3.25,1.63,1.38,2.75,0.13,1.38,2.38,1.38,2.5,0.13,1.63,0.75,3.25,2.63,2.88,0,0,1.38,0.88,1.75,2.13,0,2.5,2.38
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.38,3.13,3.38,3,2.38,2,3.13,3,3,3.38,3.25,1.88,1.88,1.75,2.13,2.75,3.25,1.13,3.13,3.25,2.5,3.38,3.25,3.63,3.5,3.38,2.75,3,3.38,2.75,2.5,2.5,0.25,1.63,2.88,2.38,2.88,0.38,1.88,0.75,3.38,2.75,2.25,0.88,0.75,2.88,1.38,2.13,3,1,2.38,2.63
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.25,2.88,3.13,2.13,2.25,2.13,3,2.88,2.5,3.25,2.63,1.88,2.13,2.25,2,2.5,3.5,1.25,3.75,3.25,2.63,3.13,3.25,3.38,3.25,3.25,2.75,3.25,3.63,2.38,2.25,3.25,0.38,2.5,3,2.38,3,0.5,2.63,1.13,3.25,3.25,2.63,0,0.25,3,2.13,3,3.5,0.5,2.88,2.63
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.75,3.25,3.75,2.88,1.25,0.88,3.38,3.13,3.13,3.13,3,1.88,1.25,1,0.88,2.63,3.5,0.75,1.5,3.63,1.88,2.75,2.75,2.63,3.5,2.88,1.63,2.38,3.5,1.5,1.63,2.88,0.25,1.88,3,2.25,3.5,0.75,2.38,2.63,3.75,1.88,1.88,0.13,0.38,2.88,0.13,1,3.13,0.13,2.5,2.63
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.88,3.5,3.75,2.88,2.12,2,3,3.12,3,3,3.12,2.25,2.25,1.75,1.88,3.12,3.12,0,3,3.12,2.38,2.75,2.75,3,2.5,2.25,1.12,1.62,1.88,1.25,1,1.38,0,1.38,2.38,1.12,2,0,1.38,0.75,3.62,3,2.75,0.12,0.12,1.75,0,1.75,2.62,0.12,2.62,2.75
51-9071.01,Jewelers,3.62,3.12,3.62,2.75,3,3.12,3,3.25,3,3.12,3.88,3,3,1.88,2.75,3.62,3,0.12,3.5,3.12,2.25,5.5,4.38,5.5,4.75,2.38,1.5,1.38,3,2.38,0.12,0.88,0.25,0.25,0.38,0,0.12,0,0,0,5.75,2.5,4.25,0,0,1.88,0,1.75,2.25,0,3,2.62
51-9071.06,Gem and Diamond Workers,3.62,3.12,3.5,2.75,2.5,2.75,2.88,3.12,3.12,2.75,3.5,2.62,2.62,1.62,2.62,3.75,2.75,0,3.38,2.62,2,5.25,3.38,4.38,4.25,2.25,1.75,1.62,1.62,2,0.38,1.12,0.25,0.25,0.38,0,0.12,0,0,0,6,2.38,4.38,0.25,0,2.38,0,1.75,2,0,3,2.88
51-9071.07,Precious Metal Workers,3,2.88,3,2,2.88,2.75,2.88,2.75,2.75,2.88,3,2,2,1.38,2.12,3.5,2.75,0,3.25,2.88,2.25,4,2.88,4,3.12,2.38,1.75,2,2.25,2.5,0.38,1.62,0.62,0.38,0.62,0,0.12,0,0,0,4.38,2.5,2.5,0,0,2.25,0,2.38,2.5,0,2.5,2.38
51-9081.00,Dental Laboratory Technicians,3.62,3.25,3.25,2.38,2.62,2.62,3.12,3.25,3,3.38,3.12,1.88,1.75,1.88,2.25,3,2.62,0.5,3.62,3.12,2.38,3.5,3.25,4.38,4.12,2.5,1.12,1.12,2.5,2.12,0,1.25,0.12,0.25,1.25,0,0.38,0,0,0,4.25,2.38,2.88,0,0,2,0,2.25,2.38,0,2.38,2.88
51-9082.00,Medical Appliance Technicians,3.88,3.38,4,2.75,2.75,2.88,3.63,3.63,3.38,3.25,3.13,2.75,2.75,2.38,2.38,2.75,2.63,0.13,4.13,2.75,2.5,3.5,3.13,3.63,3.88,3,2,2,2.63,2.5,0.63,2.5,0.13,2.25,2.5,1.5,1.5,0,1.63,1.13,3.88,3.13,3.63,0,0,2.63,0,3.13,2.63,0.13,3.5,3.13
51-9083.00,Ophthalmic Laboratory Technicians,3.5,3.25,3.5,2.38,2.25,2.5,2.75,3,2.38,3.13,3,2.25,2.5,2,2.25,2.75,2.5,0,3,3,2.38,4.13,3.88,3.75,4.13,2.75,1.88,3.13,3,2.63,2,1.38,0.13,0,2.38,1.5,2.13,0,1.88,0,4.5,3,2.88,0,0,2.88,0.25,2.13,2.75,0,2.75,2.5
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.25,2.88,3.12,2.88,2.12,2.25,2.88,2.62,2.62,2.88,3,2,2.12,2,2.25,3.12,3,1.75,2.62,3.25,2.88,3.25,3.5,3.5,3.62,3.12,2.75,3,3.25,2.5,2.62,3,0,2,2.88,2.5,3,0,2.5,1.88,3.5,3,2.75,1,1.25,2.75,0.88,2.88,3.25,1,2.88,2.88
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3.13,2.88,3.13,2.25,2,2.38,3,2.88,2.88,3,2.88,1.75,2.25,2.63,2.63,2.88,3.25,1.75,3.25,3,2.63,3.38,3.38,3.38,3.5,3.5,3.13,3.25,3.5,2,2.25,3.25,0.13,2.5,3.5,2.5,3.38,0,2.63,1.5,3.25,3.38,4.13,1.5,1.38,3.25,2.13,3,2.88,1.5,2.63,2.38
51-9122.00,"Painters, Transportation Equipment",3.25,2.5,3,1.63,1.75,1.63,2.63,2.38,2,2.63,2.38,1.38,1.88,1.38,1.88,2.38,2,1.38,3,2.88,2,3.13,3.25,3.38,3.13,3,1.88,2.13,3,1.88,2,3,0,2.13,3.13,1.88,3.5,0.13,2,2.13,3.38,2.5,4.25,1.25,1.38,2.25,2.13,2,1.88,1.25,2.5,2.38
51-9123.00,"Painting, Coating, and Decorating Workers",3,2.63,2.75,1.63,1.63,1.75,2.63,2.63,2.63,2.25,2.5,0.5,0.88,1.38,1.38,2,1.63,0.25,1.88,2.13,1.88,3.5,2.75,3,3.25,2.63,1.13,1.75,1.25,2.13,0.88,1.75,0.25,1.25,2.75,1.5,2.38,0.5,1.63,1.25,3.5,2.38,3.5,0,0,2.25,1.25,1.75,1.75,0.25,2.38,2.25
51-9141.00,Semiconductor Processors,3.38,3.38,3.38,3.38,2.13,2.13,3,3.13,3,3.25,3,1.88,1.75,2.38,1.63,2.63,3.13,0.5,3,3,2.13,3.38,3.13,3.63,3.25,2.88,2.75,2.5,2.63,1.88,1.13,2.63,0,1.75,2.5,2,2.25,0,1.88,1.13,3.63,2.5,2.88,0.75,0.75,2.5,1.13,1.88,2,0.75,2.88,2.63
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.44,3.25,3.19,2.5,2.31,2.38,3,3,2.94,3,3.12,1.5,1.56,2.06,2,3,2.62,0.38,2.75,2.88,2.38,3,2.81,2.88,3,2.31,1.75,2.06,2.25,1.75,0.5,1.69,0,1.25,2,1.19,1.44,0.12,1.25,0.69,3.56,2.75,3.56,0.31,0,2.12,0.06,2.12,1.94,0.12,2.69,2.44
51-9191.00,Adhesive Bonding Machine Operators and Tenders,3.13,3,3.25,2.38,2,1.88,2.88,2.75,2.75,3,2.88,1.75,2.13,2,2.13,2.75,3.13,1.75,3,3.13,2.25,3.13,3.13,3,3.38,3.5,3,3.25,3.88,2.38,2.38,3.38,0,2.75,3,2.5,3.5,0.38,2.63,2,3.13,2.88,2.63,1.25,1.5,2.75,1.63,2.63,3,1.38,2.75,2.38
